---------------------------------------------- STRESS TEST PARAMETERS -----------------------------------------------
* Coefficient and boolean parameters
 Policy type                                   : Gaussian
 Do evaluation                                 : True
 Reward discount factor (gamma)                : 0.99
 Target smoothing coefficient (tau)            : 0.005
 Action sampling frequency coefficient (theta) : 1.5
 Maximum action sampling count per episode     : 4
 RL learning rate                              : 0.0003
 SAC's entropy temperature parameters (alpha)  : 0.2
 Do automatic entroypy tuning                  : False

* Neural networks parameters
 Set random seed                               : 25450
 SAC batch size                                : 64
 SAC replay size                               : 1000
 SAC hidden network size                       : 256
 Run training on CUDA                          : False

* Timesteps and episode parameters
 Simulator time step size                      : 0.5
 Maximum steps count over all episodes         : 100000
 Steps count for initial exploration           : 10000
 Steps count for model update                  : 1
 Steps count for target update                 : 1
 Episodes count for evaluation                 : 20
 Episodes count during evaluation              : 20

* Others
 Autopilot LOS's radius of acceptance          : 500
 Autopilot LOS's lookahead distance            : 1000

-------------------------------------------------- TRAINING PHASE ---------------------------------------------------

Episode: 1   , Total numsteps: 7052  , Episode steps: 7052 , Reward: 5186.02 , Status: |Map horizon hit failure|
 || 
_||_
\  /
 \/ 
************************************************* Simulation Step ***************************************************
# Step 0, act: -, - , ter: - , rew: - 
  n_pos: -        | e_pos: -        | head: -      | f_spd: -    | s_spd: -       | e_ct: -       | p_load: -
  n_pos:   139.72 | e_pos:   197.56 | head:   1.14 | f_spd: 4.94 | s_spd: :383.23 | e_ct:  -53.24 | p_load:  957.39
# Step 83, act: 0.39, 6.32, ter: False, rew: 1.13 
  n_pos:   140.64 | e_pos:   199.86 | head:   1.14 | f_spd: 4.93 | s_spd: :398.53 | e_ct:  -53.22 | p_load: 1010.74
# Step 84, act: 0.39, 6.32, ter: False, rew: 1.14 
  n_pos:   141.54 | e_pos:   202.16 | head:   1.15 | f_spd: 4.93 | s_spd: :413.26 | e_ct:  -53.19 | p_load: 1063.68
# Step 85, act: 0.39, 6.32, ter: False, rew: 1.15 
  n_pos:   142.44 | e_pos:   204.46 | head:   1.15 | f_spd: 4.92 | s_spd: :427.43 | e_ct:  -53.14 | p_load: 1116.17
# Step 86, act: 0.39, 6.32, ter: False, rew: 1.16 
  n_pos:   143.32 | e_pos:   206.76 | head:   1.15 | f_spd: 4.92 | s_spd: :441.05 | e_ct:  -53.08 | p_load: 1168.13
# Step 87, act: 0.39, 6.32, ter: False, rew: 1.17 
  n_pos:   144.19 | e_pos:   209.06 | head:   1.16 | f_spd: 4.92 | s_spd: :454.13 | e_ct:  -53.02 | p_load: 1219.52
# Step 88, act: 0.39, 6.32, ter: False, rew: 1.17 
  n_pos:   145.05 | e_pos:   211.37 | head:   1.16 | f_spd: 4.92 | s_spd: :466.69 | e_ct:  -52.94 | p_load: 1270.29
# Step 89, act: 0.39, 6.32, ter: False, rew: 1.18 
  n_pos:   145.90 | e_pos:   213.68 | head:   1.17 | f_spd: 4.92 | s_spd: :478.74 | e_ct:  -52.85 | p_load: 1320.39
# Step 90, act: 0.39, 6.32, ter: False, rew: 1.19 
  n_pos:   146.75 | e_pos:   216.00 | head:   1.17 | f_spd: 4.92 | s_spd: :490.29 | e_ct:  -52.75 | p_load: 1369.78
# Step 91, act: 0.39, 6.32, ter: False, rew: 1.20 
  n_pos:   147.58 | e_pos:   218.32 | head:   1.17 | f_spd: 4.93 | s_spd: :501.36 | e_ct:  -52.63 | p_load: 1418.42
# Step 92, act: 0.39, 6.32, ter: False, rew: 1.20 
  n_pos:   148.40 | e_pos:   220.65 | head:   1.18 | f_spd: 4.93 | s_spd: :511.96 | e_ct:  -52.51 | p_load: 1466.28
# Step 93, act: 0.39, 6.32, ter: False, rew: 1.21 
  n_pos:   149.21 | e_pos:   222.98 | head:   1.18 | f_spd: 4.94 | s_spd: :522.13 | e_ct:  -52.38 | p_load: 1513.31
# Step 94, act: 0.39, 6.32, ter: False, rew: 1.22 
